X1,X2,target
1.3400987035364347,0.6620730292347916,1
-0.4477714253522432,0.7820838414995729,1
-0.3566630610733439,1.0801580043830086,1
1.2646252869680072,0.11144343361124132,0
-1.37972497865875,0.6601321138542243,1
0.8197606096101892,-0.286222389275284,0
-0.03368923154093914,1.342601460915284,1
-1.4202129989485122,-1.5442973281490482,0
-0.6087108032644418,-0.5648902090134456,0
-0.6668075087965194,-0.9340234883225853,0
-1.923715729697126,-1.094771924482763,0
-0.6824509341999805,-0.3225460892927181,0
-0.09520253925800948,0.2703670415277408,0
-0.27487754656593466,-0.6446029716047788,0
-0.8664952037596095,-0.7888378029887249,0
-0.46118741313672207,-0.6393769570525465,0
-0.19434272672763503,-0.9091016873159425,0
0.6957873191396077,-1.6166109470818135,0
0.6734912780983248,0.9118634226629827,1
-0.09868469680951346,1.1090764389728789,1
0.14242558501294,1.4684268806456071,1
0.4201795969883613,-0.877976262119283,0
1.0324797157533776,-1.4855267579220097,0
-0.08652228638213517,-0.6971026589848266,0
1.4083691460769014,-1.2452279673657844,0
0.5412312971976727,1.199121656125798,1
0.6359427056445893,-1.74195631809805,0
-0.35490883174008503,-1.8695089407598549,0
-0.6696185998697584,-0.42561399826087354,0
0.16054442147971804,-0.4322284935423959,0
-1.465116222054951,-2.2524036678591015,0
0.43587577054744,-0.7953638842552071,0
-0.10291061426267058,0.5343507392174992,1
0.32257673799720377,-0.07260208572192728,0
0.5907042178943853,-1.0155391766613138,0
1.7440410870108336,1.4097643894956269,1
0.9901328947153126,-1.1645214483882418,0
-0.9743078496209195,-0.0955646940322824,0
-0.9868038892903219,1.0825045042629633,1
-0.28262838440702354,1.1980245212616532,1
1.1759107718346071,1.2623282742983604,1
2.0564673412252215,1.1033822830714834,1
1.8687264568398085,0.6528584810609029,1
-0.2066623031975665,-0.2114544332140874,0
1.2533359468559955,-0.4315298882358485,0
2.200702099217128,-0.4316721744491737,0
0.6907772729156428,1.0448803992127136,1
-0.4266897699938011,1.4605881951866344,1
-0.77258373237244,0.662265686762054,1
0.5795416155732297,-1.6627178701565004,0
-0.3933108517811569,-0.15536688483074212,1
0.05929113389470675,1.433661681026265,1
-0.19261498579409048,1.5000628407839112,1
1.3166055958635523,2.5994695765724023,1
-0.4791229453143527,1.2481325317440413,1
-0.3486075147385099,0.8336497570254279,1
-0.957581838756634,0.3723185161594019,1
0.27803371202287097,-0.36524391221991537,0
0.11529872221079104,-1.559787111640094,0
1.612193042812388,-0.6655346842545284,0
-0.8776135866276552,-0.33654096335200967,0
-0.3537543337813492,-0.3056997816204282,0
-0.8176682995787476,2.2061786911258867,1
1.1311519053059893,0.3542594242576199,1
-0.9000085698091608,1.1562448980710995,1
0.7898280347342986,0.7589258260917371,1
0.7426862211616183,-1.9128336786726947,0
-0.6691026262334455,-1.7807427505151265,0
-0.16842643163047274,0.8342277285174967,1
1.5340902893038646,0.789925371319064,1
-1.3264877850539407,-1.1044508901332315,0
1.8758005467136352,-0.8246218029533526,0
-0.4075125923914689,0.922364147153475,1
0.029642925120495236,-1.4662849638070898,0
-0.0805832220429508,-0.5822140076064827,0
-1.004967153382104,0.7367280638186737,1
-0.5889705464706788,0.8310863611225169,1
-0.5103428738061208,1.934986600452654,1
-0.18829685849366687,1.0882176853247545,1
1.374990631494199,0.547413548846031,1
0.2514641840435942,0.6620943793934249,1
0.5796897791443336,-0.546261235968495,0
-1.2122689628960637,0.5439682479592466,1
0.5232184412826316,1.0743299241086803,1
-1.0747665931188752,-2.092604237322185,0
1.2189858621324263,-1.0238140657886794,0
0.8350587468112366,-2.1716684597619533,0
